Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Rocky Mountain Wide,Feed,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Devilshead Local,Location Photo,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,111.7,SE,yes,08,172,39.2814,-106.186,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,yes,,E-power (solar).,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,112,SE,yes,08,15670,40.1727,-105.468,147.03,147.63,100,,Boulder,On-Air,KI0HG,Boulder County Amateur Radio Emergency Service,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,112.7,SE,yes,08,16783,39.2653,-106.182,445.05,440.05,,,Lake,On-Air,K2AD,Rocky Mountain Ham Radio,,CCARC,yes,,,,,http://www.rmham.org/,,,yes,7,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,113.3,S,yes,08,3745,38.9016,-107.926,147.195,147.795,107.2,,Delta,,,Colorado District 25 ARES,,,yes,Unknown,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,113.3,S,yes,08,3749,38.9016,-107.926,147.36,147.96,100,,Delta,,W0ALC,,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,113.3,S,yes,08,3760,38.9016,-107.926,449.825,444.825,100,,Delta,,W0ALC,,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,113.6,SSW,yes,08,8175,39.0639,-108.551,147.105,147.705,,,Mesa,On-Air,K0SSI,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,113.6,SSW,yes,08,8206,39.0639,-108.551,449,444,,107.2,Mesa,On-Air,KB0SW,Grand Mesa Repeater Assoc,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,113.6,SSW,yes,08,3757,39.0638,-108.551,447.5,442.5,114.8,,Mesa,,KC0ARV,,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,113.6,SSW,yes,08,11792,39.0639,-108.551,446.775,441.775,,,Mesa,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,113.6,SSW,yes,08,11793,39.0639,-108.551,449.775,444.775,173.8,88.5,Mesa,On-Air,,,,CCARC,yes,,,,,,,7572,,,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,113.6,SSW,yes,08,8167,39.0639,-108.551,145.22,144.62,107.2,,Mesa,,KE0TY,,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,113.6,SSW,yes,08,152,39.0639,-108.55,147.39,147.99,107.2,,Mesa,,KE0TY,,,CCARC,yes,Unknown,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,113.6,SSW,yes,08,261,39.0639,-108.55,146.82,146.22,107.2,,Mesa,On-Air,,,,CCARC,yes,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,113.7,NW,yes,56,12934,41.5875,-109.203,147.3,147.9,,,Sweetwater,Testing,ka7PJk,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,113.7,NW,yes,56,13123,41.5875,-109.203,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,,,yes,,,Wide area. 100 mi radius.,,http://wy7u.angelfire.com,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,865361,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,113.7,NW,yes,56,13028,41.5875,-109.203,448.875,443.875,123,,Sweetwater,On-Air,,,,,yes,,DMRPlus,,,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Yes; analog capable.,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,113.8,S,yes,08,8179,38.8683,-107.592,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,114.5,NW,yes,56,58,41.5864,-109.224,444.5,449.5,123,,Sweetwater,On-Air,Sweetwater ARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,114.7,SSW,yes,08,15581,39.052,-108.565,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,115.6,SE,yes,08,201,39.9172,-105.501,224.6,223,100,,Gilpin,,W0RM,,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,116,E,yes,56,9,41.3114,-105.591,146.82,146.22,114.8,,Albany,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,yes,,,Wide area.,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,116.5,E,yes,56,76,41.3148,-105.582,146.61,146.01,,,Albany,On-Air,University ARC,,,WRCG,yes,,,Laramie Valley  30 mi radius.,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,116.7,ESE,yes,08,246,40.617,-105.327,146.625,146.025,100,100,Larimer,On-Air,Northern Colorado ARC,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",CCARC,yes,,E-power.,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,116.7,ESE,yes,08,3660,40.617,-105.327,224.84,223.24,100,100,Larimer,On-Air,Northern Colorado ARC,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,yes,,"E-power, 25 watts.","Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,116.8,SE,yes,08,13368,40.0633,-105.41,146.91,147.51,123,127.3,Boulder,On-Air,,"Town of Gold Hill, Colorado",,,yes,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,116.8,ESE,yes,08,5853,40.6111,-105.324,447.7,442.7,100,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,yes,,,Wide Area Coverage,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,118.7,SSW,yes,08,151,39.0656,-108.748,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,,,CCARC,yes,,E-power and autopatch for WCARC members,Grand Junction 30-50 mi,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,118.7,SSW,yes,08,155,39.0656,-108.748,449.575,444.575,131.8,131.8,Mesa,On-Air,,Grand Mesa Repeater Assoc,,CCARC,yes,,e-power. Linked to GMRA Open System,Grand Junction,Wed RACES Net 1930 Hrs,GMRA Repeaters,Closed IRLP out,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,118.8,SE,yes,08,5336,39.21,-106.087,447.125,442.125,103.5,103.5,Park,On-Air,KC0UFO,"Park County Radio Club, AB0PC",,CCARC,yes,,Emergency automatic generator.,"Covers Fairplay, Alma, and western South Park.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,118.8,ESE,yes,08,3630,40.5755,-105.285,449.425,444.425,94.8,,Larimer,On-Air,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,118.8,ESE,yes,08,3629,40.5755,-105.285,927.875,902.875,D114,,Larimer,Off-Air,WA6IMI,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",CCARC,yes,,,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,119.5,SE,yes,08,8992,40.0722,-105.354,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,,BrandMeister Network,Wide area,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,119.5,SE,yes,08,5219,40.0722,-105.354,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,yes,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,119.5,SE,yes,08,19,40.0722,-105.354,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,119.5,SE,yes,08,8,40.0722,-105.354,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,yes,,"Closed autopatch, e-power.",Boulder/Denver Metro,,,,347086,,,,,3990,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,119.5,SE,yes,08,20,40.0722,-105.354,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),,,CCARC,yes,,Closed autopatch.,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,119.5,SE,yes,08,18,40.0722,-105.354,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",CCARC,yes,,8,Denver metro area.,,RMVHS repeaters,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,119.9,SE,yes,08,95,39.7425,-105.514,449.05,444.05,107.2,107.2,Denver,On-Air,WG0N,,,CCARC,yes,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,120,SE,yes,08,72,39.8875,-105.426,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,yes,,10,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,120,SE,yes,08,97,39.8875,-105.426,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,CCARC,yes,,Emergency Power,Wide area.,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,121,NW,yes,56,11520,41.5011,-109.464,444.775,449.775,123,123,Sweetwater,Testing,,,,WRCG,yes,,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,122,E,yes,56,60,41.2666,-105.433,447.225,442.225,,,Albany,On-Air,Laramie County EM,Wyoming DMR Project,,WRCG,yes,,,Wide area.,,,,,yes,11,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,122.2,E,yes,56,4,41.3098,-105.455,53.03,52.03,,,Albany,Off-Air,K7UWR,,,,yes,,8,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,122.5,SSW,yes,08,153,38.899,-108.496,448.15,443.15,100,,Mesa,On-Air,,,,CCARC,yes,,,,,,,312189,,,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,122.9,SE,yes,08,99,39.6794,-105.493,449.45,444.45,103.5,127.3,Clear Creek,On-Air,Rocky Mountain Radio League,,,CCARC,yes,,11,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,122.9,SE,yes,08,7190,39.6798,-105.493,446.9375,441.9375,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,CCARC,yes,,,,,Rocky Mountain Ham Radio,See the website for programming information.,,yes,7,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,2,2,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,122.9,SE,yes,08,8197,39.6797,-105.493,448.225,443.225,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,122.9,SE,yes,08,81,39.6798,-105.493,146.94,146.34,103.5,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",CCARC,yes,,11,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,123,SE,yes,08,78,39.6794,-105.492,146.67,146.07,100,100,Clear Creek,On-Air,Castle Rock Repeater Group,,,CCARC,yes,,11,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,123,SE,yes,08,107,39.6794,-105.492,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,,,CCARC,yes,,E-power.,Wide area. Denver metro.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,123,SE,yes,08,264,39.6794,-105.492,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,,CCARC,yes,,,Wide area: Denver metro.,,http://www.w0cra.org,,347088,,,,,3291,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,123,SE,yes,08,76,39.6794,-105.492,145.49,144.89,100,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",CCARC,yes,,E-power.,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,123,SE,yes,08,98,39.6794,-105.492,449.35,444.35,100,100,Clear Creek,On-Air,Denver Radio Club,,,CCARC,yes,,11,Wide area.,,DRC Repeaters,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,123.2,SE,yes,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,W0CFI,,,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,123.3,SE,yes,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,,,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.4,ESE,yes,08,4203,40.5397,-105.196,927.825,902.825,100,100,Larimer,On-Air,AB0SF,,,CCARC,yes,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.4,ESE,yes,08,3592,40.5397,-105.197,927.95,902.95,100,100,Larimer,On-Air,K1TJ Repeater System,,,CCARC,yes,,25,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,123.4,ESE,yes,08,123,40.5397,-105.196,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,yes,,7,Wide area.,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.4,ESE,yes,08,275,40.5397,-105.196,224.52,222.92,100,100,Larimer,Off-Air,Northern Colorado ARC,,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
